Name,Ingredients,Direction
Amish Chicken,"['6 -8       chicken pieces, cleaned ', '1   cup    flour', '2   teaspoons    garlic powder', '1   tablespoon    salt', '1   teaspoon    pepper', '2   teaspoons    paprika', '1 1/2  cups    heavy whipping cream', '1 1/2  cups    water']","['Dredge the chicken pieces in the flour and spices and arrange skin side up in a baking dish.', 'Mix the cream and water and pour over the chicken.', 'Bake at 350* for 1 1/2 hours or until the skin is golden brown.']"
Caramel Swirl Apple Cheesecake (Crock-Pot),"['1   tablespoon    apple cider', '3/4  cup   crushed graham cracker', '1/4  cup    oatmeal', '2   tablespoons    brown sugar, Packed ', '1   tablespoon    cinnamon', '4   tablespoons    butter, melted ', '2       apples, peeled, cored and sliced 1/4 inch ', '1/2  cup    apple cider', '1   teaspoon    cinnamon', '2   tablespoons    brown sugar', '16   ounces    cream cheese, room temperature ', '3/4  cup    sugar', '3       eggs', '1   teaspoon    vanilla', '1/4  cup    yogurt', '1   tablespoon    flour or 1   tablespoon    cornstarch', '1/4-1/3  cup   prepared caramel ice cream topping', '1/4  cup    apple cider', '1   tablespoon    pecans, chopped  (optional)']","['Prepare pan:.', 'Grease a 7 or 8 inch spring-form pan with Pam or butter. Cut wax paper to cover bottom and butter it. Make sure the pan fits in your crock-pot. I was able to use an 8 inch spring form in mine. It does not rest on the bottom of the crock-pot but rests on the top edge. Which is a good thing! Or crumble up foil making a ring with it then placing it in the crock pot so the pan rests and stays lifted off the bottom of the crock.', 'Crust:.', 'Mix all the ingredients for the crust.', 'Place in the prepared spring-form pan, using an oiled plastic wrap over the crust press down to form a crust around the bottom and just over the seam of the pan. A nice trick for spreading the crust with ease and no sticking to hands. Discard wrap.', 'Topping:.', 'In a large pan over high heat add topping ingredients. Bring to a boil and then simmer till reduced about 7 minutes. Set aside keeping in pan.', 'Filling:.', 'Beat cream cheese and sugar till completely smooth with no lumps. Must be smooth at this point.', 'Add remaining ingredients just to mix in do not over beat at this point.', 'Pour filling into crust.', 'Drizzle the caramel over the filling and swirl lightly throughout.', 'Place apple slices in a spoke pattern over filling.', 'Reserving the goodness in the pan for deglazing later.', 'Pour into the crock pot with foil 1-2 cups hot water. Then place the cheesecake on the foil out of the water.', 'Cook on high for 2 1/2 hours. Unplug pot and then rest for 1-2 hours.', 'De glaze pan:.', 'Deglaze the pan with the cider loosening any of the cinnamon and sugar that remains adding the nuts if using to coat. Reduce to half and set aside till cake has rested 1-2 hours.', 'Spread glaze over apples with a pastry brush. Chill before serving.']"
Simple Caribbean Jerk Chicken,"['1   envelope    Italian salad dressing mix', '2   tablespoons    brown sugar', '2   tablespoons    oil', '2   tablespoons    soy sauce', '1   teaspoon    cinnamon', '1   teaspoon    thyme', '1/2  teaspoon    ground red pepper', '2 1/2  lbs    chicken pieces']","['Mix all ingredients except chicken in bowl.', 'Pour over chicken.', 'Cover and marinate 1 hour or over night in fridge.', 'GRILL it!', 'Enjoy!']"
Crock Pot Whole Chicken,"['4   teaspoons    salt (per recipe reviews, 2 tsp is better)', '2   teaspoons    paprika', '1   teaspoon    cayenne pepper', '1   teaspoon    onion powder', '1   teaspoon    thyme', '1   teaspoon    white pepper', '1/2  teaspoon    garlic powder', '1/2  teaspoon    black pepper', '1   large    roasting chicken (with pop-up timer if possible)', '1   cup   chopped onion (optional)']","['In a small bowl, combine the spices.', 'Remove any giblets from chicken and clean chicken.', 'Rub spice mixture onto the chicken.', ""Place in resealable plastic bag and refrigerate overnight. (I usually skip this step because I'm always in a hurry)."", 'When ready to cook, put chopped onion in bottom of crock pot.', 'Add chicken.  No liquid is needed, the chicken will make its own juices.', 'Cook on low 4-8 hours.', 'Note:  I highly recommend a pop-up timer in the chicken because some crock pots cook faster/slower than others (my crock pot cooks this recipe in 4-5 hours).']"
Topsy Turvy Cake,"['1/4  cup    butter, melted ', '2   tablespoons    brown sugar', '1 (8   ounce) can   pineapple tidbits, drained ', '1/4  cup   chopped pecans', '10   ounces    butternut squash, peeled, cut in 1 inch cubes ', '1/4  cup    brown sugar', '1/4  cup    granulated sugar', '1   cup    flour', '1/2  cup    oatmeal', '1/4  teaspoon    salt', '3/4  teaspoon    ground cinnamon', '1/8  teaspoon    ground nutmeg', '1/16  teaspoon    ground allspice', '1   teaspoon    baking soda', '1       egg, beaten ', '1   tablespoon    cooking oil', '1/2  teaspoon    vanilla extract', '1/4  cup    plain yogurt', '1   medium    apple, cored, peeled and coarse grated ']","['Place the butter in a microwavable bowl or measuring cup and microwave for 30 to 40 seconds.', 'Spray the crock with non-stick cooking spray, add the melted butter, sprinkle with brown sugar, drained pineapple tidbits and chopped pecans.', 'Place the butternut squash in a microwave safe dish with a small amount of water; cover and microwave for 5 to 6 minutes or until squash is fork tender; drain.', 'Transfer the squash to a blender and puree; set aside.  There should be 1 cup of squash puree.', 'Combine the brown sugar through soda in a medium size mixing bowl; add beaten egg, oil, vanilla extract, yogurt and squash puree.  Stir until blended, fold in grated apple.', 'Pour cake batter over pineapple mixture,cover and cook on high for 1 1/2 to 1 3/4  hours or until skewer inserted in center comes out clean.', 'Remove lid, turn off crock-pot and allow cake to stand for 10 minutes.  Run a sharp knife around rim of cake, turn cake out onto serving platter.', 'Serve warm topped with frozen vanilla yogurt or whipped cream.  Also delicious the next day.', 'Please note:  If using old fashioned oats, whirl a couple times in food processor to break up flakes.']"
Crock Pot Spinach Stuffed Pasta Shells,"['1 (12   ounce) package   jumbo pasta shells', '1 (32   ounce) jar   spaghetti sauce', '2   cups    cottage cheese', '2   cups   shredded mozzarella cheese', '1/2  cup    parmesan cheese, grated or shredded ', '1/2  cup   diced onion', '2   tablespoons    italian seasoning', '1 (10   ounce) package   frozen spinach, thawed, and squeezed dry ']","['Cook jumbo shells according to package directions.', 'Drain and set aside.', 'Pour 1/2 of spaghetti sauce into crock pot.', 'In a medium bowl, combine spinach and remaining ingredients, mixing well.', 'Stuff each pasta shell with spinach mixture and layer in crock pot.', 'Pour remaining spaghetti sauce over shells.', 'Cook on LOW for 4 hours.']"
Quick n' Easy Meatballs N' Gravy,"['1   lb    ground beef, salted & peppered ', '1   envelope    dry onion soup mix', '1   can    cream of mushroom soup', '1 3/4  cups    water']","['Form ground meat into small meatballs and fry in frying pan until all sides are brown.', 'Pour off most of fat and add, mushroom soup, water& onion soup mix.', 'Simmer until gravy is thickened.', 'Serve over rice or cooked noodles.']"
Sausage Crescent Breakfast Casserole,"['1 1/2  lbs    pork sausage, mild  or 1 1/2  lbs    hot pork sausage, your preference ', '1 (8   ounce) can   refrigerated crescent dinner rolls', '2 2/3  cups    mozzarella cheese or 2 2/3  cups    monterey jack cheese, shredded ', '1       garlic clove, minced ', '4   large    eggs, beaten ', '3/4  cup    milk', '1/4  teaspoon    salt', '1/8  teaspoon    pepper', '  cayenne pepper (optional)']","['Brown sausage and garlic in a skillet, stirring until it crumbles; drain grease from skillet.', 'Place crescent roll dough in the bottom of a 13x9x2 inch baking dish; press perforations and seams to seal together.  Sprinkle sausage, garlic and cheese over dough.', 'Combine eggs and remaining ingredients; pour over mixture in dish.', 'Bake, uncovered, at 425 degrees for 15 minutes or until set.  Let stand 5 minutes before serving.']"
Creamy Burrito Casserole,"['1   lb    ground beef or 1   lb    ground turkey', '1/2  medium    yellow onion, chopped ', '1 (1 1/4  ounce) package   taco seasoning', '6   large    flour tortillas', '1 (16   ounce) can   refried beans', '2 -3   cups   shredded taco cheese or 2 -3   cups    cheddar cheese', '1 (10 3/4  ounce) can   cream of mushroom soup', '4   ounces    sour cream', ' jarred hot sauce, if desired to spice it up ']","['Brown ground meat/turkey &amp; onion; drain.', 'Add taco seasoning and stir in refried beans.', 'Mix soup and sour cream in a separate bowl.', 'Spread 1/2 sour cream mixture in the bottom of a casserole dish.', 'Tear up 3 tortillas and spread over sour cream mixture.', 'Put 1/2 the meat bean mixture over that.', 'Add a layer of cheese.', 'You could put some hot sauce on this now.', 'Repeat the layers.', 'Sprinkle cheese over the top and bake, uncovered, at 350&deg;F for 20-30 minutes.']"
Country Ham on Biscuits,"['1   cup    all-purpose flour', '1   cup    whole wheat flour', '1   teaspoon    baking powder', '1   teaspoon    baking soda', '1/2  teaspoon    salt', '1/8  teaspoon    fresh ground pepper', '10   tablespoons    unsalted butter, cold ', '1   cup    buttermilk', '1/4  cup    Dijon mustard', '1/4  cup    butter, room temperature ', '24   slices    country ham (about 1 lb.) or 24   slices   baked ham (about 1 lb.)']","['Heat oven to 450 degrees.', 'Make buttermilk biscuits:  mix flours, baking powder and soda, salt, and pepper in mixing bowl.  Cut 6 T. butter into small pieces and add to flour mixture.  Cut in butter with pastry blender or 2 knives until mixture resembles fine meal.  Melt remaining 4 T. butter and set aside.  Make well in flour mixture, pour in buttermilk, and gradually work flour into buttermilk using fork.', 'Turn dough out onto lightly floured surface.  Roll or pat evenly 1/2-inch thick.  Using 2-1/2&quot; biscuit cutter or rim of glass, cut out 12 biscuits.  Brush both sides with melted butter and place on ungreased baking sheet.', 'Bake until golden, 10-12 minutes.  Let cool on baking sheet at least 5 minutes before splitting.', 'Split warm biscuits in half.  Spread bottom half with mustard and top with butter.  Place 2 slices ham on each bottom half and cover with top.  Serve warm.']"
"South Dakota's Own! Venison, Lamb or Beef Chislic","['1   cup   zesty Italian dressing', '1   cup    French dressing (Dorothy Lynch is best or <a href=""https://www.food.com/recipe/dorothy-lynch-salad-dressing-113750"">Dorothy Lynch Salad Dressing</a>)', '1   lb    lamb (remove all fat, cut into 1-2 inch chunks) or 1   lb    venison (remove all fat, cut into 1-2 inch chunks)', '  garlic salt', '  hot sauce']","['Soak wooden skewers in water for 20 minutes. (quantity depends on size of meat pieces).', 'Cut meat roast into bite size pieces.', 'Marinate meat in the Dorothy Lynch and Zesty Italian dressing for 30 minutes to overnight. (the longer the better!).', 'Drain dressing off meat. Place meat evenly on wooden skewers.', 'Grill chislic at a high temperature until cooked to desired temperature. (most chislic is cooked to medium rare to medium).', 'The chislic can also be broiled in the oven or placed in a deep fat fryer. (do not skewer meat if you are preparing it in the fryer).', 'Serve with garlic salt and hot sauce.']"
Green Beans on the Grill,"['1   lb    green beans', '1   tablespoon    olive oil', '2 -3       garlic cloves, minced ', '1   teaspoon    crushed red pepper flakes', '  salt, to taste ', '  ground pepper, to taste ', '1 -2   tablespoon    water', '2 -3   sheets    aluminum foil']","['Put green beans on a sheet of aluminum foil large enough to fold and seal. You may need to fold two sheets together.', ""Note: I also use one sheet of foil to set the pouch on. This way if any liquid seeps out or it pulls apart it doesn't leave a mess."", 'Drizzle olive oil over the beans.', 'Add minced garlic and crushed red pepper, salt and pepper to taste.', 'Toss green beans with tongs until well coated.', 'Add water and fold aluminum foil together at the top and pinch the sides closed.', 'Cook green bean pouch on the grill.', 'Notes: When I put my main dish on the grill I open the beans and toss with tongs. If all the water is gone, add a little more, reseal and move to top rack. If I lift the grill lid to flip main dish I usually give the pouch a shake.']"
Frank's Redhot Buffalo Chicken Wings,"['2 1/2  lbs    chicken wings', ""1/2  cup    Frank's red hot sauce (or 3/4 cup Frank's RedHot Buffalo Wings Sauce)"", ""1/3  cup    butter, melted  (if NOT using Frank's RedHot Buffalo Wings Sauce)"", '3       celery ribs, sliced in lengths as for dipping  (optional)', '1/2      cucumber, sliced  (optional)', '1/2  cup    blue cheese, dip  (optional)']","[""If Frank's RedHot Buffalo Wings Sauce is not available, mix together the Frank's Red Hot Sauce with the butter."", 'Bake wings in foil-lined pan at 500&deg;F on lowest oven rack for 20 to 25 minutes until crispy, turning once. ALTERNATIVELY: Deep-fry at 375&deg;F for 10 minutes; OR broil 6-inches from heat 15 to 20 minutes, turning once; OR grill over medium heat 20 to 25 minutes turning often.', 'Toss wings in Buffalo Wings Sauce to coat.', 'Serve with blue cheese dip and/or cucumber slices and/or celery slices if desired.']"
